[*[2, 14, 38, 78, 307], [2, 2, 2, 2, 2, 2, 0, 2, 1, 0, 2, 0, 2, 0, 0, 2, 2, 2, 1, 0, 0]*]
[*[2, 6, 38, 118, 277], [2, 2, 2, 0, 1, 2, 2, 2, 2, 0, 2, 1, 1, 0, 0, 2, 2, 2, 1, 0, 0]*]
[*[2, 6, 38, 118, 277], [2, 2, 2, 2, 2, 2, 2, 0, 1, 1, 1, 1, 1, 0, 0, 2, 2, 0, 1, 0, 0]*]
[*[1, 5, 31, 129, 281], [2, 2, 2, 1, 1, 1, 2, 0, 2, 0, 1, 2, 1, 0, 0, 2, 1, 1, 1, 0, 0]*]
[*[3, 7, 33, 79, 293], [2, 2, 0, 1, 2, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 2, 1, 0, 0]*]
[*[3, 7, 33, 79, 293], [2, 2, 0, 2, 2, 1, 1, 0, 1, 0, 2, 1, 2, 0, 0, 2, 2, 2, 1, 0, 0]*]
[*[3, 7, 33, 79, 293], [2, 2, 2, 2, 1, 0, 2, 2, 1, 1, 1, 1, 0, 0, 0, 1, 0, 2, 2, 0, 0]*]
[*[3, 7, 33, 79, 293], [2, 2, 2, 2, 2, 2, 0, 0, 1, 0, 1, 1, 2, 0, 0, 2, 1, 1, 1, 0, 0]*]
[*[1, 9, 28, 73, 266], [2, 2, 2, 2, 2, 1, 0, 2, 1, 0, 1, 2, 0, 0, 0, 1, 1, 2, 1, 0, 0]*]
[*[2, 8, 20, 64, 282], [2, 2, 2, 1, 1, 2, 2, 2, 2, 0, 1, 0, 0, 0, 0, 2, 1, 1, 1, 0, 0]*]
[*[2, 8, 20, 64, 282], [2, 2, 2, 2, 2, 0, 2, 0, 2, 1, 2, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0]*]
[*[3, 13, 21, 101, 238], [2, 2, 0, 2, 2, 1, 2, 1, 1, 0, 0, 0, 2, 0, 0, 2, 0, 1, 1, 0, 0]*]
[*[3, 13, 21, 101, 238], [2, 2, 2, 1, 0, 2, 1, 2, 0, 1, 2, 1, 0, 0, 0, 2, 0, 2, 1, 0, 0]*]
[*[1, 15, 64, 83, 251], [2, 2, 2, 2, 1, 1, 2, 1, 1, 0, 1, 2, 1, 0, 0, 2, 2, 2, 1, 0, 0]*]
[*[1, 7, 22, 63, 236], [2, 2, 2, 1, 1, 1, 2, 0, 2, 0, 1, 2, 0, 0, 0, 2, 0, 1, 1, 0, 0]*]
[*[2, 6, 23, 90, 222], [2, 2, 2, 1, 1, 2, 2, 2, 2, 0, 2, 2, 2, 0, 0, 2, 0, 1, 1, 0, 0]*]
[*[3, 15, 21, 99, 228], [2, 2, 0, 2, 2, 1, 2, 0, 2, 0, 1, 1, 0, 0, 0, 2, 0, 1, 1, 0, 0]*]
[*[3, 15, 21, 99, 228], [2, 2, 2, 2, 1, 1, 1, 1, 2, 0, 0, 1, 0, 0, 0, 2, 1, 0, 1, 0, 0]*]
[*[3, 3, 27, 75, 218], [2, 2, 0, 2, 2, 1, 1, 2, 2, 0, 2, 2, 0, 0, 0, 2, 1, 1, 1, 0, 0]*]
[*[1, 11, 28, 91, 216], [2, 2, 2, 2, 2, 1, 0, 2, 1, 0, 1, 0, 0, 0, 0, 1, 1, 2, 1, 0, 0]*]
[*[3, 5, 30, 85, 268], [2, 2, 0, 2, 2, 1, 1, 2, 1, 0, 2, 2, 1, 0, 0, 1, 1, 2, 1, 0, 0]*]
[*[3, 5, 30, 85, 268], [2, 2, 0, 1, 2, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 2, 0, 1, 0, 0]*]
[*[3, 5, 30, 85, 268], [2, 2, 2, 2, 1, 2, 1, 2, 2, 1, 2, 0, 2, 0, 0, 1, 1, 0, 2, 0, 0]*]
[*[3, 5, 30, 85, 268], [2, 2, 2, 1, 1, 2, 2, 0, 2, 1, 0, 2, 1, 0, 0, 0, 1, 1, 2, 0, 0]*]
[*[3, 5, 30, 85, 268], [2, 2, 2, 2, 1, 2, 2, 0, 0, 1, 1, 2, 0, 0, 0, 1, 1, 1, 2, 0, 0]*]
[*[3, 5, 30, 85, 268], [2, 2, 2, 2, 2, 2, 1, 1, 0, 1, 0, 2, 0, 0, 0, 1, 0, 2, 2, 0, 0]*]
[*[1, 9, 28, 61, 266], [2, 2, 2, 2, 1, 1, 2, 2, 2, 0, 2, 1, 2, 0, 0, 1, 1, 2, 1, 0, 0]*]
[*[2, 4, 26, 88, 242], [2, 2, 2, 0, 1, 2, 2, 2, 2, 0, 1, 0, 1, 0, 0, 1, 1, 2, 1, 0, 0]*]
[*[1, 9, 34, 77, 266], [2, 2, 2, 2, 2, 1, 2, 2, 2, 0, 2, 1, 2, 0, 0, 1, 0, 2, 1, 0, 0]*]
[*[1, 9, 34, 77, 266], [2, 2, 2, 2, 1, 2, 1, 2, 1, 1, 2, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0]*]
[*[2, 10, 32, 54, 297], [2, 2, 2, 2, 2, 2, 0, 0, 1, 0, 2, 1, 1, 0, 0, 2, 1, 1, 1, 0, 0]*]
[*[1, 7, 40, 95, 316], [2, 2, 2, 2, 2, 1, 2, 1, 1, 0, 0, 1, 0, 0, 0, 2, 2, 2, 1, 0, 0]*]
