[*[4, 10, 22, 90, 329], [2, 2, 2, 2, 2, 2, 2, 2, 0, 1, 2, 1, 1, 0, 0, 0, 2, 1, 2, 0, 0]*]
[*[9, 23, 24, 67, 244], [2, 2, 2, 2, 0, 1, 0, 1, 2, 1, 1, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0]*]
[*[5, 9, 32, 105, 275], [2, 2, 2, 2, 2, 2, 2, 0, 0, 1, 0, 2, 1, 0, 0, 0, 2, 1, 2, 0, 0]*]
[*[7, 13, 40, 97, 242], [2, 2, 2, 2, 0, 1, 0, 1, 2, 1, 1, 1, 0, 0, 0, 1, 2, 1, 2, 0, 0]*]
[*[7, 17, 43, 93, 182], [2, 2, 2, 2, 0, 1, 2, 1, 2, 1, 1, 1, 0, 0, 0, 1, 2, 1, 2, 0, 0]*]
[*[7, 13, 16, 85, 247], [2, 2, 2, 2, 0, 1, 2, 1, 2, 1, 0, 1, 0, 0, 0, 1, 0, 1, 2, 0, 0]*]
[*[4, 12, 22, 104, 219], [2, 2, 2, 2, 0, 2, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 2, 2, 2, 0, 0]*]
[*[6, 14, 42, 90, 176], [2, 2, 2, 2, 0, 1, 1, 1, 2, 1, 1, 1, 0, 0, 0, 2, 2, 1, 2, 0, 0]*]
[*[6, 14, 42, 90, 176], [2, 2, 2, 2, 2, 2, 0, 1, 2, 1, 2, 1, 0, 0, 0, 1, 1, 1, 2, 0, 0]*]
[*[5, 13, 38, 85, 265], [2, 2, 2, 2, 0, 1, 1, 1, 2, 1, 2, 1, 0, 0, 0, 1, 2, 1, 2, 0, 0]*]
[*[7, 17, 28, 109, 247], [2, 2, 2, 2, 0, 1, 1, 1, 2, 1, 1, 1, 0, 0, 0, 0, 1, 1, 2, 0, 0]*]
[*[5, 19, 23, 107, 270], [2, 2, 2, 2, 2, 2, 0, 0, 0, 1, 0, 2, 1, 0, 0, 1, 1, 2, 2, 0, 0]*]
[*[5, 19, 23, 107, 270], [2, 2, 2, 2, 0, 1, 2, 0, 0, 1, 2, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0]*]
[*[5, 17, 32, 85, 225], [2, 2, 2, 1, 1, 1, 0, 2, 1, 1, 2, 2, 0, 0, 0, 1, 2, 1, 2, 0, 0]*]
[*[4, 12, 13, 120, 264], [2, 2, 2, 2, 2, 2, 0, 2, 0, 1, 2, 0, 2, 0, 0, 2, 1, 1, 2, 0, 0]*]
[*[4, 12, 13, 120, 264], [2, 2, 2, 2, 2, 1, 2, 0, 1, 0, 2, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0]*]
[*[7, 19, 16, 127, 227], [2, 2, 2, 1, 1, 1, 0, 2, 1, 1, 1, 2, 0, 0, 0, 0, 1, 1, 2, 0, 0]*]
[*[7, 9, 40, 109, 272], [2, 2, 2, 1, 1, 1, 0, 2, 1, 1, 0, 2, 0, 0, 0, 1, 1, 1, 2, 0, 0]*]
[*[5, 17, 26, 113, 215], [2, 2, 2, 2, 2, 2, 0, 0, 0, 1, 0, 2, 2, 0, 0, 0, 2, 2, 2, 0, 0]*]
[*[5, 17, 26, 113, 215], [2, 2, 2, 1, 1, 1, 1, 0, 1, 1, 0, 2, 2, 0, 0, 1, 2, 1, 2, 0, 0]*]
[*[5, 17, 26, 113, 215], [2, 2, 2, 2, 2, 1, 2, 0, 2, 1, 0, 1, 0, 0, 0, 1, 2, 2, 1, 0, 0]*]
[*[6, 14, 36, 78, 256], [2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 0, 0, 0, 0, 1, 1, 2, 0, 0]*]
[*[6, 14, 36, 78, 256], [2, 2, 2, 2, 0, 1, 1, 2, 2, 1, 0, 0, 1, 0, 0, 2, 0, 2, 2, 0, 0]*]
[*[6, 14, 36, 78, 256], [2, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 2, 0, 0, 2, 0, 2, 2, 0, 0]*]
[*[6, 10, 27, 94, 286], [2, 2, 2, 2, 0, 2, 1, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 2, 2, 0, 0]*]
[*[7, 13, 28, 85, 247], [2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 0, 2, 0, 0, 0, 0, 1, 1, 2, 0, 0]*]
[*[7, 11, 25, 59, 272], [2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 0, 2, 0, 0, 0, 2, 0, 1, 2, 0, 0]*]
[*[8, 20, 17, 108, 238], [2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 2, 2, 0, 0, 0, 1, 0, 1, 2, 0, 0]*]
[*[6, 14, 33, 74, 271], [2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 2, 2, 0, 0, 0, 2, 0, 1, 2, 0, 0]*]
[*[5, 19, 35, 119, 180], [2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 0, 0, 0, 2, 2, 1, 2, 0, 0]*]
