[*[1, 9, 34, 85, 281], [2, 2, 2, 2, 1, 2, 2, 1, 2, 1, 1, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0]*]
[*[2, 14, 32, 82, 287], [2, 2, 2, 1, 2, 0, 0, 1, 2, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0]*]
[*[1, 13, 28, 89, 236], [2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 0, 0, 0, 1, 0, 2, 1, 0, 0]*]
[*[3, 19, 27, 119, 268], [2, 2, 2, 1, 2, 0, 0, 1, 2, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0]*]
[*[3, 17, 21, 109, 228], [2, 2, 2, 2, 0, 2, 0, 2, 2, 1, 0, 2, 0, 0, 0, 2, 1, 2, 1, 0, 0]*]
[*[3, 23, 33, 107, 248], [2, 2, 2, 2, 1, 2, 1, 0, 1, 1, 0, 0, 1, 0, 0, 2, 2, 0, 1, 0, 0]*]
[*[1, 11, 28, 115, 236], [2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 2, 2, 1, 0, 0]*]
[*[1, 9, 31, 105, 271], [2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0]*]
[*[2, 20, 41, 108, 237], [2, 2, 2, 2, 2, 2, 0, 2, 0, 1, 1, 2, 2, 0, 0, 1, 1, 1, 1, 0, 0]*]
[*[4, 14, 28, 86, 189], [2, 2, 2, 2, 2, 0, 1, 2, 2, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0]*]
[*[2, 16, 35, 76, 252], [2, 2, 2, 2, 2, 0, 1, 2, 2, 1, 0, 1, 1, 0, 0, 2, 1, 1, 1, 0, 0]*]
[*[3, 7, 27, 83, 218], [2, 2, 2, 2, 2, 0, 1, 2, 2, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0]*]
