[*[2,14,32,106,267],[2, 2, 2, 2, 1, 0, 1, 2, 2, 1, 1, 1, 2, 0, 0, 2, 2, 2, 1, 0, 0]*]
[*[2,8,29,88,262],[2, 2, 2, 2, 1, 0, 1, 2, 1, 1, 1, 1, 1, 0, 0, 0, 2, 1, 1, 0, 0]*]
[*[4,20,16,88,244],[2, 2, 1, 2, 1, 0, 0, 1, 1, 1, 2, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0]*]
[*[5,19,17,83,235],[2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 2, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0]*]
[*[5,19,14,99,235],[2, 2, 2, 0, 2, 1, 2, 2, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0]*]
[*[2,16,29,84,222],[2, 2, 2, 2, 1, 2, 2, 1, 1, 1, 1, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0]*]
[*[6,22,27,106,226],[2, 2, 2, 2, 1, 1, 0, 1, 1, 1, 2, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0]*]
[*[3,13,36,85,238],[2, 2, 2, 2, 1, 2, 2, 1, 2, 1, 0, 0, 2, 0, 0, 1, 1, 0, 1, 0, 0]*]
[*[3,19,27,111,263],[2, 2, 2, 2, 2, 2, 2, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]*]
[*[1,11,34,75,266],[2, 2, 2, 2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 0, 0, 2, 2, 0, 1, 0, 0]*]
[*[5,15,41,91,240],[2, 2, 2, 1, 2, 1, 2, 2, 2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]*]
[*[5,15,41,91,245],[2, 2, 2, 1, 0, 2, 2, 1, 1, 1, 1, 0, 2, 0, 0, 0, 2, 0, 1, 0, 0]*]
[*[2,12,32,108,212],[2, 2, 2, 2, 2, 0, 0, 0, 1, 1, 1, 1, 2, 0, 0, 1, 0, 1, 1, 0, 0]*]
[*[3,11,33,103,188],[2, 2, 2, 2, 2, 0, 2, 2, 2, 1, 1, 1, 2, 0, 0, 1, 1, 2, 1, 0, 0]*]
